inventory_id,nsn,mpn,cage_code,part_name,category_section,quantity,uom,storage_location,unit_price,total_value,condition,photo_url
INV-HMMWV-02521,5340-01-199-9679,12340196,12436,"STRAP, RETAINING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02522,5325-01-047-3201,5304-25-H,12436,"RING, RETAINING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02523,3040-01-210-6943,GS-2176,12436,"LEVER,MANUAL CONTRO",Drivetrain,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02524,2540-01-212-4959,13194,12436,"ARM,WINDSHIELD WIPE",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02525,5305-01-229-7855,62886,12436,".SCREW,MACHINE 1/8 DIAMETER, 1/2",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02526,2540-01-199-7778,51-11,12436,"BLADE,WINDSHIELD WI",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02527,2540-01-214-1568,12338831,12436,"PIVOT SHAFT,WINDSHI",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02528,3120-01-432-1474,S-3076,12436,".BUSHING, SLEEVE CENTER",Bearings,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02529,3120-01-388-1527,S-3087,12436,".BUSHING, SLEEVE OUTER",Bearings,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02530,5340-01-211-5593,C-1703,12436,"CLIP,SPRING TENSION",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02531,2540-01-186-0969,12342501,12436,"MOTOR,WINDSHIELD WI 24 VOLTS",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02532,5310-00-685-3228,MS35333-43,96906,". WASHER, LOCK 7/16",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02533,5355-01-353-6934,12342682,12436,ED 4 (0) - Re ee,Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02534,5305-00-204-4850,MS24629-73,96906,".SCREW, TAPPING 1/4-20 X 1/2",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02535,6150-01-185-8240,12339347-1,12436,"CABLE ASSEMBLY, SPEC",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02536,6150-01-210-3596,12339347-2,12436,"CABLE ASSEMBLY,SPEC",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02537,5325-01-088-7468,MS35489-41,96906,"GROMMET, NONMETALLIC",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02538,5999-01-183-9530,12339327,12436,"CONTACT ASSEMBLY,EL",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02539,5325-01-214-5007,5579658,12436,"GROMMET, NONMETALLIC",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02540,5305-01-255-4611,5593284,12436,"SCREW,TAPPING #8-32 X 5/8",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02541,2540-01-184-5503,D12604,12436,"NOZZLE,WINDSHIELD W",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02542,4730-00-071-7890,SAE,12436,"J1508 CLAMP, HOSE",Fittings / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02543,4730-01-074-0060,81087-5,12436,"TEE, HOSE",Fittings / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02544,5340-00-282-7517,MS21333-42,96906,"CLAMP, LOOP",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02545,2540-01-385-9000,203400,12436,"PUMP,WINDSHIELD WAS",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02546,2540-01-386-8790,203600,12436,".RESERVOIR, WINDSHIEL",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02547,5330-01-381-1810,12342886,12436,". RETAINER, PACKING",Seals / Gaskets,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02548,5310-00-934-9751,MS35650-302,96906,".NUT,PLAIN,HEXAGON #10-32",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02549,2540-01-385-9031,203500,12436,".PUMP,WINDSHIELD WAS",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02550,5305-01-143-2328,454065,12436,". SCREW, CAP,HEXAGON H #10-32 X 3/4",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02551,5310-00-905-0762,MS51967-3,96906,"NUT,PLAIN,HEXAGON 1/4-20",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02552,5340-00-286-2494,MS21333-36,96906,"CLAMP, LOOP",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02553,5310-01-259-7554,5597347,12436,"WASHER, FLAT 1/2,USBL EFF 1 THRU 99",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02554,2540-00-840-0022,A52432-1,12436,"MIRROR ASSEMBLY,REA USBL EFF 1",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02555,5310-00-877-5796,MS21044-N4,96906,".NUT, SELF-LOCKING,HE 1/4-28,USBL",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02556,5310-01-256-0416,5595964,12436,"NUT,PLAIN,ROUND USBL EFF 1 THRU 99",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02557,5306-01-165-5582,11508600,12436,"BOLT,MACHINE 6-1.0 X 20 MM USE",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02558,5330-00-700-6868,1538769,12436,GASKET. 2.0,Seals / Gaskets,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02559,5340-01-469-2979,12460140,12436,"PLATE,MOUNTING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02560,2540-01-439-7308,12460224,12436,"PEDAL, CONTROL",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02561,2540-01-185-9656,12338365,12436,"PEDAL, CONTROL",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02562,5330-01-272-5474,95513,12436,"SEAL,PLAIN",Seals / Gaskets,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02563,3130-01-271-6464,95510,12436,"BEARING UNIT,BALL",Bearings,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02564,5310-00-595-6612,MS20002-12,96906,"WASHER, FLAT 3/4",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02565,5310-00-112-2233,SP1548-1,12436,"WASHER, FLAT 3/8",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02566,5310-01-270-8377,95605,12436,"WASHER,FLAT 3/8",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02567,2920-01-310-9978,96520,12436,ROTOR ASSEMBLY,Electrical / Engine,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02568,5330-01-272-9071,95483,12436,"SEAL,PLAIN",Seals / Gaskets,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02569,6130-01-309-6458,96756,12436,"RECTIFIER,METALLIC",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02570,5307-01-272-7539,95484,12436,"STUD,PLAIN",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02571,5310-01-271-1841,5295,12436,"WASHER, FLAT 3/8",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02572,5977-01-407-2847,A777100841,12436,"HOLDER, ELECTRICAL C",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02573,2920-01-363-5173,N7312,12436,ROTOR ASSEMBLY,Electrical / Engine,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02574,5325-01-136-7662,N9260,12436,"RING, RETAINING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02575,5325-01-032-4222,N9008,12436,"RING, RETAINING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02576,5975-01-350-1987,N9464,12436,"BOOT,DUST AND MOIST",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02577,5310-01-350-4257,N9467,12436,"NUT,PLAIN,CAP",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02578,5306-01-348-8310,N9457,12436,"BOLT,MACHINE",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02579,5975-01-358-0021,N9500,12436,"CABLE NIPPLE, ELECTR",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02580,5310-01-348-8314,N9453,12436,"NUT, PLAIN, HEXAGON",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02581,5310-01-232-1361,N9331,12436,"WASHER, FLAT",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02582,5310-01-348-8386,N9408,12436,"WASHER, FLAT",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02583,5310-01-348-8313,N9426,12436,"NUT, PLAIN, HEXAGON",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02584,5306-01-223-4345,N9077,12436,"BOLT, SELF—-LOCKING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02585,5310-01-348-8398,N9410,12436,"NUT, PLAIN, OCTAGON",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02586,5310-00-809-8546,MS27183-8,96906,"WASHER, FLAT #10",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02587,5930-00-130-5349,5381088,12436,"HANDLE, SWITCH",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02588,5310-01-161-7308,62229,12436,PUSH ON NUT 3/16,Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02589,5330-01-076-6172,DC8226,12436,GASKET,Seals / Gaskets,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02590,5310-00-241-6921,8741435,12436,NUT BLANK,Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02591,5340-01-197-2438,5591169,12436,"MOUNT, RESILIENT",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02592,5310-00-463-0268,5310615,12436,"WASHER, FLAT 1/4",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02593,5310-00-550-1130,MS35333-40,96906,"WASHER,LOCK 1/4",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02594,5310-00-184-8971,MS35338-103,96906,"WASHER, LOCK 3/8",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02595,5310-00-261-8278,MS35338-100,96906,"WASHER, LOCK #10",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02596,5310-00-045-5207,MS15795-908,96906,"WASHER,FLAT #10",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02597,5331-01-336-3236,M83461/1-029,12436,"O-RING USBL EFF 100,000 AND ABOVE",Seals / Gaskets,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02598,5331-01-392-0830,M83461/1-208,12436,"O-RING USBL EFF 100,000 AND ABOVE",Seals / Gaskets,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02599,5340-01-456-1500,51078-1,12436,"BOOT,DUST AND MOIST",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02600,5310-01-358-7974,17568,12436,"WASHER, FLAT",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02601,4730-01-257-3348,5597050,12436,"PLUG,PIPE 1/2-14",Fittings / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02602,5306-00-225-8496,MS90725-31,96906,"BOLT,MACHINE",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02603,5305-00-947-4358,B1821BHO75C400N,12436,"SCREW,CAP,HEXAGON H 3/4-10 X 4.00",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02604,2510-01-189-0891,5579620,12436,"BRACKET, CROSSMEMBER L.H. FRONT",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02605,2510-01-187-7031,5579621,12436,"BRACKET, CROSSMEMBER R.H. FRONT",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02606,5310-00-735-5396,7355396,12436,"WASHER, FLAT 1.25",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02607,2510-01-209-0502,12338880,12436,"BASE,HOOD LATCH",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02608,5315-00-753-3895,MS16562-256,96906,"PIN, SPRING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02609,5320-01-033-8637,CR3243-6-4,12436,"RIVET,BLIND 3/16 DIA",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02610,5340-01-255-4655,5585133,12436,"BRACKET,ANGLE #10",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02611,5320-01-033-9126,CR3242-6-4,12436,"RIVET,BLIND 3/16",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02612,5340-01-270-8370,12340968,12436,"PLATE,MENDING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02613,5320-01-085-1755,CR3213-6-1,12436,"RIVET,BLIND 3/16",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02614,5340-01-276-6673,J50062XXBZ01,12436,"HANDLE,DOOR",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02615,5320-01-275-1998,BAPKTR-64,12436,"RIVET,BLIND 3/16",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02616,5310-01-286-6077,12341856,12436,"WASHER,FLAT 7/16",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02617,5305-01-272-9959,5588927,12436,"SCREW,WOOD #10-16 X .75",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02618,5310-01-272-5470,5593597,12436,"WASHER, FLAT",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02619,2590-01-194-0309,12340063,12436,"PAD,CUSHIONING FRONT",Suspension,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02620,5365-01-196-5636,274612,12436,"RING, RETAINING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02621,5325-01-196-5631,11505885,12436,"RING, RETAINING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02622,2590-01-194-6981,12339811,12436,"PAD, CUSHIONING",Suspension,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02623,5310-00-251-4503,9411893,12436,"NUT,LOCK #10-32",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02624,5340-01-259-0330,45410-18,12436,"STRAP,WEBBING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02625,5310-00-817-4623,4M25-4,12436,"WASHER, FLAT 1/4",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02626,2510-01-257-3747,12340104,12436,"ROD, HOOD, VEHICULAR",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02627,5307-01-286-6007,45610-10,12436,STUD /PEATN: 224 2p eee on he ah,Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02628,4030-01-255-3634,12339225-1,12436,"HOOK,CHAIN,S R.H",Heating / Cooling,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02629,4030-01-269-1263,12339225-2,12436,"HOOK,CHAIN,S L.H",Heating / Cooling,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02630,2540-01-271-1946,12341132,12436,"ARM ASSEMBLY, RAIL",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02631,2590-01-316-2581,52252,12436,"MODIFICATION KIT,VE",Suspension,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02632,5340-01-203-6542,44702-10,12436,BUCKLE,Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02633,5310-00-889-2528,MS45904-68,96906,"WASHER,LOCK 1/4",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02634,5305-00-543-2419,B1821BH038C113N,12436,"SCREW,CAP,HEXAGON H 3/8-16 X 1-1/8",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02635,2540-01-314-1188,12342131,12436,"ARM,REARVIEW MIRROR USBL EFF 100",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02636,2540-01-314-1189,0462,12436,"MIRROR HEAD,VEHICUL GREEN R.H",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02637,2540-01-314-1190,0461,12436,"MIRROR HEAD,VEHICUL GREEN L.H",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02638,2540-01-487-3616,0462A,12436,"MIRROR ASSEMBLY,REA TAN R.H",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02639,2540-01-487-3626,1305A,12436,"MIRROR ASSEMBLY,REA TAN L.H.,LOWER",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02640,2540-01-410-8794,1351,12436,"MIRROR HEAD,VEHICUL GREEN L.H",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02641,5365-01-315-3595,12342139,12436,"SPACER,SLEEVE USBL EFF 100,000 AND",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02642,2540-01-314-2101,12342138,12436,"ARM,REARVIEW MIRROR USBL EFF 100",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02643,5310-01-389-3455,120393,12436,"WASHER,LOCK 5/16,USBL EFF 100,000",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02644,5306-00-225-8503,MS90725-39,96906,"BOLT,MACHINE 5/16-18 X 1-3/4, USBL",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02645,5340-01-315-3611,12342132,12436,"CLAMP,LOOP USBL EFF 100,000 AND",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02646,5310-01-126-9404,9422277,12436,"NUT,SELF-LOCKING,HE 3/8-16 USBL EFF",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02647,5307-01-316-2986,6185,12436,"STUD,LOCKED IN USBL EFF 100,000",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02648,5340-01-408-6460,12343063,12436,"BRACKET,ANGLE LOWER L.H",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02649,5340-01-314-1956,12342137,12436,"BRACKET,ANGLE LOWER L.H. USBL EFF",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02650,5340-01-316-2959,12342136,12436,"BRACKET,ANGLE LOWER R.H. USBL EFF",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02651,5310-01-313-3562,MS51859-20,96906,"WASHER,FLAT 3/8,USBL EFF 100,000",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02652,5340-01-408-6456,12343062,12436,"BRACKET,ANGLE UPPER L.H",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02653,5340-01-314-1955,12342135,12436,"BRACKET,ANGLE UPPER L.H.,USBL EFF",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02654,5340-01-316-1507,12342134,12436,"BRACKET,ANGLE UPPER R.H. USBL 100",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02655,9905-00-202-3639,MS35387-2,96906,"REFLECTOR,INDICATIN AMBER",Miscellaneous,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02656,9905-00-977-2727,49RED,12436,"REFLECTOR,INDICATIN RED",Miscellaneous,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02657,2910-01-184-5499,12339289,12436,"NOZZLE,DEFROSTER L.H",Engine / Fuel,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02658,4730-01-092-1904,SIZE83,12436,"CLAMP,HOSE",Fittings / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02659,4720-01-448-1655,12339265-1,12436,"HOSE,AIR DUCT",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02660,5306-01-270-7332,5594178,12436,"BOLT,MACHINE 1/4-20 X 7/8",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02661,2910-01-184-5498,12339292,12436,"NOZZLE,DEFROSTER R.H",Engine / Fuel,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02662,2510-01-307-0152,5593615,12436,"PANEL,BODY,VEHICULA",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02663,5305-01-255-3588,164830,12436,"SCREW,TAPPING 3/8-16 X 1/2",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02664,5330-01-209-7817,12339228-7,12436,"SEAL,RUBBER STRIP",Seals / Gaskets,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02665,2510-01-184-5497,12339291,12436,"HOUSING ASSEMBLY,HE",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02666,2540-01-210-1325,12339283,12436,"PANEL ASSEMBLY,DIVE",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02667,2510-01-210-2748,12339273,12436,"DOOR,METAL,SWINGING",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02668,5310-01-215-5356,C8117-1024,12436,"NUT,SHEET SPRING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02669,5340-01-332-7599,12340258,12436,"BUTTON,PLUG",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02670,4720-01-279-5150,12339265-8,12436,"DUCT,FLEX",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02671,4720-01-271-6985,12339265-9,12436,"HOSE,AIR DUCT",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02672,2540-01-212-5815,12339281,12436,"VENTILATOR,AIR CIRC",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02673,4730-00-278-2523,11608950-6,12436,"CLAMP,HOSE",Fittings / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02674,4720-01-279-5149,12339265-3,12436,"HOSE,AIR DUCT",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02675,4730-01-255-0925,5593309,12436,"CLAMP,HOSE",Fittings / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02676,2590-01-186-8704,12339252,12436,"BRACKET,VEHICULAR C",Suspension,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02677,5340-01-476-4374,12446765,12436,"BRACKET,DOUBLE ANGL",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02678,5340-01-480-9600,30232,12436,"CLAMP,LOOP",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02679,5310-01-106-1144,MS35425-68,96906,WING NUT,Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02680,4720-01-474-9148,12447010-1,12436,"HOSE,AIRDUCT",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02681,4720-01-445-5690,12447010-3,12436,"HOSE,AIR DUCT",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02682,4720-01-444-6433,12447010-2,12436,"HOSE,AIR DUCT",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02683,2590-01-455-9123,12460233,12436,"BRACKET,VEHICULAR C",Suspension,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02684,2540-01-447-2236,12447046,12436,"DUCT ASSEMBLY,AIR C",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02685,5340-01-449-7352,12447132,12436,"BRACKET,ANGLE",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02686,5305-01-213-5024,9414722,12436,SCREW,Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02687,2540-01-455-9308,12460434,12436,"VENTILATOR,AIR CIRC",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02688,2540-01-444-6615,12447130,12436,"DUCT ASSEMBLY,AIR C",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02689,2540-01-444-5340,12447050,12436,"HOUSING,AIR INTAKE",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02690,5325-01-197-3460,354-280308-00-00,12436,"FASTENER,SPRING TEN",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02691,2540-01-444-6655,12447048,12436,"DUCT ASSEMBLY,AIR C",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02692,5340-00-990-7610,MS21333-66,96906,"CLAMP,LOOP",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02693,5340-01-189-7554,12339261,12436,"BRACKET,ANGLE",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02694,5340-01-470-2069,12447013,12436,"COVER,ACCESS",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02695,2540-01-444-6642,12447012,12436,"DUCT ASSEMBLY,AIR C",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02696,5305-01-447-9227,9414726,12436,"SCREW,TAPPING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02697,5310-01-448-3219,12339426,12436,"NUT,SHEET SPRING",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02698,2590-01-439-8268,12446763,12436,"BRACKET,VEHICULAR C",Suspension,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02699,2540-01-474-8562,12447047,12436,"HOUSING,HEATING DIR",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02700,5365-01-469-6343,12460385,12436,"SPACER,SLEEVE",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02701,5305-01-461-4396,9425170,12436,"SCREW,TAPPING #10-24 X 1.00",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02702,2540-01-463-3097,12460386,12436,"DUCT ASSEMBLY,AIR C",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02703,4720-01-445-5705,12447028,12436,"HOSE,AIR DUCT",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02704,5305-01-298-2436,MS51861-22C,96906,"SCREW,TAPPING 6-20 X 1/4",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02705,5905-01-183-9636,12338468,12436,"RESISTOR,FIXED,WIRE",Electrical,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02706,4710-01-210-3504,12339263,12436,"TUBE,BENT,METALLIC",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02707,5340-01-214-3615,137197,12436,"CLAMP,LOOP",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02708,4720-01-473-2352,RCSK18121,12436,"TUBE,BENT,METALLIC",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02709,4710-01-488-6076,12469479,12436,"TUBE,BENT,METALLIC (SERIAL NUMBER",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02710,4710-01-210-3503,5590284,12436,"TUBE,BENT,METALLIC",Tubing / Hoses,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02711,5325-00-281-1557,AN931-10-14,96906,"GROMMET,NONMETALLIC",Hardware,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02712,2540-01-190-7079,30250,12436,"HEATER,VEHICULAR,CO",Body / Armor,0,EA,,0.0,0.0,NOS,
INV-HMMWV-02713,2540-01-474-3217,12447007,12436,"HEATER,VEHICULAR,CO",Body / Armor,0,EA,,0.0,0.0,NOS,
